Date,Open,High,Low,Close,Adj Close,Volume
"$44,095.00","$3,314.50","$3,326.25","$3,217.75","$3,275.00","$3,275.00","$2,507,980.00"
"$44,096.00","$3,271.50","$3,309.50","$3,256.50","$3,299.25","$3,299.25","$1,576,319.00"
"$44,097.00","$3,303.75","$3,319.75","$3,221.00","$3,231.25","$3,231.25","$1,979,661.00"
"$44,098.00","$3,228.00","$3,268.25","$3,198.00","$3,238.00","$3,238.00","$2,277,010.00"
"$44,099.00","$3,243.50","$3,296.25","$3,206.50","$3,287.25","$3,287.25","$1,697,090.00"
"$44,101.00",null,null,null,null,null,null
"$44,102.00","$3,291.00","$3,351.25","$3,287.50","$3,346.00","$3,346.00","$1,495,804.00"
"$44,103.00","$3,348.75","$3,363.00","$3,316.50","$3,333.75","$3,333.75","$1,326,597.00"
"$44,104.00","$3,330.00","$3,384.00","$3,291.25","$3,352.00","$3,352.00","$2,170,601.00"
"$44,105.00","$3,344.75","$3,388.00","$3,343.25","$3,367.75","$3,367.75","$1,517,912.00"
"$44,106.00","$3,367.00","$3,375.50","$3,300.25","$3,339.25","$3,339.25","$2,028,921.00"
"$44,108.00",null,null,null,null,null,null
"$44,109.00","$3,360.00","$3,400.00","$3,346.50","$3,393.00","$3,393.00","$1,077,474.00"
"$44,110.00","$3,392.00","$3,421.75","$3,330.50","$3,353.25","$3,353.25","$1,701,062.00"
"$44,111.00","$3,338.00","$3,416.75","$3,332.25","$3,406.75","$3,406.75","$1,400,616.00"
"$44,112.00","$3,406.25","$3,447.25","$3,405.50","$3,437.50","$3,437.50","$1,104,986.00"
"$44,113.00","$3,447.25","$3,480.00","$3,445.25","$3,473.25","$3,473.25","$1,185,272.00"
"$44,115.00",null,null,null,null,null,null
"$44,116.00","$3,467.50","$3,541.00","$3,464.25","$3,532.75","$3,532.75","$1,401,063.00"
"$44,117.00","$3,534.00","$3,535.75","$3,491.50","$3,504.75","$3,504.75","$1,617,226.00"
"$44,118.00","$3,502.00","$3,524.00","$3,472.00","$3,481.00","$3,481.00","$1,539,718.00"
"$44,119.00","$3,479.25","$3,486.50","$3,431.50","$3,475.50","$3,475.50","$1,650,150.00"
"$44,120.00","$3,478.50","$3,508.50","$3,461.25","$3,462.25","$3,462.25","$1,398,947.00"
"$44,122.00",null,null,null,null,null,null
"$44,123.00","$3,471.00","$3,496.50","$3,410.75","$3,422.75","$3,422.75","$1,645,853.00"
"$44,124.00","$3,436.00","$3,469.75","$3,418.75","$3,432.25","$3,432.25","$1,702,183.00"
"$44,125.00","$3,437.00","$3,458.00","$3,420.50","$3,432.50","$3,432.50","$1,681,275.00"
"$44,126.00","$3,430.25","$3,453.00","$3,402.50","$3,449.25","$3,449.25","$1,501,259.00"
"$44,127.00","$3,455.75","$3,462.50","$3,431.50","$3,451.75","$3,451.75","$1,216,313.00"
"$44,129.00",null,null,null,null,null,null
"$44,130.00","$3,445.75","$3,446.25","$3,356.00","$3,393.50","$3,393.50","$1,957,780.00"
"$44,131.00","$3,394.25","$3,410.00","$3,368.25","$3,383.00","$3,383.00","$1,566,246.00"
"$44,132.00","$3,369.00","$3,370.25","$3,260.75","$3,263.50","$3,263.50","$2,627,180.00"
"$44,133.00","$3,279.00","$3,333.75","$3,250.25","$3,302.25","$3,302.25","$1,965,277.00"
"$44,134.00","$3,268.00","$3,296.25","$3,225.00","$3,264.75","$3,264.75","$2,494,925.00"
"$44,136.00",null,null,null,null,null,null
"$44,137.00","$3,260.00","$3,323.50","$3,243.25","$3,300.50","$3,300.50","$1,849,320.00"
"$44,138.00","$3,304.00","$3,382.75","$3,301.25","$3,361.50","$3,361.50","$1,664,690.00"
"$44,139.00","$3,362.75","$3,480.00","$3,319.00","$3,435.00","$3,435.00","$1,664,690.00"
$0.00,,,,,,
